Parameter,Unit,Test 1,,Test 2,
,,Cell 1,Cell 2,Cell 1,Cell 2
Angle of arrival configuration,,Setup 1 according to clause A.3.15.1,,,
Assumption for UE beamsNote 5,,Rough,,Rough,
Note1,dBm/SCSNote3,-89,,-89,
PRS,dB,-1.44,-3.65,-1.44,-3.65
PRS-RSRPNote2,dBm/SCS,-90.44,-92.65,-90.44,-92.65
SS-RSRPNote2,dBm/SCS,-90.44,-92.65,-90.44,-92.65
PRS BB Note4,dB,-3,-6,-3,-6
IoNote2,dBm/190.08 MHz Note3,-53.68,-53.68,-53.68,-53.68
"NOTE 1:Where used, interference from other cells and noise sources not specified in the test is assumed to be constant over subcarriers and time and shall be modelled as AWGN of appropriate power for  to be fulfilled.NOTE 2:SSB_RP, Es/Iot and Io levels have been derived from other parameters for information purposes. They are not settable parameters themselves.NOTE 3:Equivalent power received by an antenna with 0 dBi gain at the centre of the quiet zoneNOTE 4:Calculation of Es/IotBB includes the effect of UE internal noise up to the value assumed for the associated Refsens requirement in clause 7.3.2 of TS 36.101-2 [19], and an allowance of 1 dB for UE multi-band relaxation factor ΔMBP from TS 38.101-2 [19] Table 6.2.1.3-4.NOTE 5:Information about types of UE beam is given in clause B.2.1.3, and does not limit UE implementation or test system implementation",,,,,
