Field,Bitwidth,,,
,Rank = 1,Rank = 2,Rank = 3,Rank = 4
Wideband CQI codeword 0,4,4,4,4
Subband differential CQI codeword 0,,,,
Wideband CQI codeword 1,0,4,4,4
Subband differential CQI codeword 1,0,,,
"Wideband first PMI i1,1-1",,,2,2
"Wideband first PMI i1,2-1",0,0,0,0
"Wideband first PMI i1,1-2",,,0,0
"Wideband first PMI i1,2-2",0,0,0,0
"Wideband first PMI i1,p-2",2,2,0,0
Wideband second PMI i2,6,12,4,3
,,,,
Field,Bitwidth,,,
,Rank = 5,Rank = 6,Rank = 7,Rank = 8
Wideband CQI codeword 0,4,4,4,4
Subband differential CQI codeword 0,,,,
Wideband CQI codeword 1,4,4,4,4
Subband differential CQI codeword 1,,,,
"Wideband first PMI i1,1-1",2,2,2,0
"Wideband first PMI i1,2-1",0,0,0,0
"Wideband first PMI i1,1-2",0,0,0,0
"Wideband first PMI i1,2-2",0,0,0,0
"Wideband first PMI i1,p-2",0,0,0,0
Wideband second PMI i2,0,0,0,0
