Parameter,,Unit,Test 1,,,Test 2,,,Test 3,,
,,,Cell 1,Cell 2,Cell 3,Cell 1,Cell 2,Cell 3,Cell 1,Cell 2,Cell 3
E-UTRA RF Channel Number,,,1,,,1,,,1,,
BWchannel,,MHz,10,,,10,,,10,,
Measurement bandwidth,,,22—27,,,22—27,,,22—27,,
PDSCH Reference measurement channel defined in A.3.1.1.2,,,R.0 TDD,-,-,R.0 TDD,-,-,R.0 TDD,-,-
PDSCH allocation,,,13—36,-,-,13—36,-,-,13—36,-,-
PDCCH/PCFICH/PHICH Reference measurement channel defined in A.3.1.2.2,,,R.6 TDD,,,R.6 TDD,,,R.6 TDD,,
OCNG Patterns defined in A.3.2.2,,,OP.1 TDD,OP.2 TDD,OP.2 TDD,OP.1 TDD,OP.2 TDD,OP.2 TDD,OP.1 TDD,OP.2 TDD,OP.2 TDD
PBCH_RA,,dB,Note 6,,0,Note 6,,0,Note 6,,0
PBCH_RB,,,,,,,,,,,
PSS_RA,,,,,,,,,,,
SSS_RA,,,,,,,,,,,
PCFICH_RB,,,,,,,,,,,
PHICH_RA,,,,,,,,,,,
PHICH_RB,,,,,,,,,,,
PDCCH_RA,,,,,,,,,,,
PDCCH_RB,,,,,,,,,,,
PDSCH_RA,,,,,,,,,,,
PDSCH_RB,,,,,,,,,,,
OCNG_RANote1,,,,,,,,,,,
OCNG_RBNote1,,,,,,,,,,,
Note2,Bands TDD_A,dBm/15 kHz,-106,,,-88,,,-116,,
,Bands TDD_C,,,,,,,,-115,,
,Bands TDD_E,,,,,,,,-114,,
CRS,,dB,4,2,-1.5,4,2,-4,4,2,-4
CRS  Note 5,,dB,-1.18,-0.32,-6.96,-0.75,0.54,-9.46,-0.75,0.54,-9.46
"RSRP Note3,4,5",Bands TDD_A,dBm/15 kHz,-102,-104,-107.5,-84,-86,-92,-112,-114,-120
,Bands TDD_C,,,,,,,,-111,-113,-119
,Bands TDD_E,,,,,,,,-110,-112,-118
"Note 3, 5",Bands TDD_A,dBm/9 MHz,-70.58,-74.43,,-52.82,-57.04,,-80.82,-85.04,
,Bands TDD_C,,,,,,,,-79.82,-84.04,
,Bands TDD_E,,,,,,,,-78.82,-83.04,
Propagation condition,,,AWGN,,,AWGN,,,AWGN,,
"Note 1:OCNG shall be used such that both cells are fully allocated and a constant total transmitted power spectral density is achieved for all OFDM symbols.Note 2:Interference from other cells and noise sources not specified in the test is assumed to be constant over subcarriers and time and shall be modelled as AWGN of appropriate power for  to be fulfilled. Applies to all subframes.Note 3:RSRP and Io levels have been derived from other parameters for information purposes. They are not settable parameters themselves. Io levels are calculated in CRS symbols of measurement restricted subframes.Note 4:RSRP minimum requirements are specified assuming independent interference and noise at each receiver antenna port.Note 5:Applies to restricted measurement subframes for only Cell 2 and Cell 3. For Cell 1, the corresponding value is derived from the normal subframes other than the subframes indicated in the time domain measurement resource restriction pattern for intra-frequency measurements. Note 6:Non-ABS and ABS subframe channel powers defined in Table A.3.4.1.1-1.Note 7:E-UTRA operating band groups are as defined in Section 3.5.",,,,,,,,,,,
