Parameter,,Unit,Test 1,,
,,,Cell 1,Cell 2,Cell 3
BWchannel Note 1,,MHz,20,,
Measurement bandwidth,,,47—52,,
PDSCH Reference measurement channel defined in A.3.1.1.2,,,R.3 TDD,R.3 TDD,N/A
PDSCH allocation,,,38—61,38—61,N/A
PDCCH/PCFICH/PHICH Reference measurement channel defined in A.3.1.2.2,,,R.10 TDD,,
OCNG Patterns defined in A.3.2.2.7 (OP.7 TDD) and A.3.2.2.8 (OP.8 TDD),,,OP.7 TDD,OP.7 TDD,OP.8 TDD
IoNote2,Bands TDD_A Note 5,dBm/18  MHz,-84.75,(Io for Channel 1 +5.33dB),
,Bands TDD_C Note 5,,-83.75,,
,Bands TDD_E Note 5,,-82.75,,
Note 1:This test verifies the RRM requirement which is independent of channel bandwidth and is performed according to the principle defined in section A.3.6.1.Note 2:Io levels have been derived from other parameters for information purposes. They are not settable parameters themselves.Note 3:See Table A.9.1.7.2-1 for the other parameters.Note 4:E-UTRA operating band groups are as defined in Section 3.5.Note 5:The test applies for E-UTRA operating bands in this band group which are supporting 20 MHz channel bandwidth.,,,,,
